"","snp","chr","pos","p"
"27691","cfw-2-22819162",2,22819162,0.332965510017586
"27692","rs244574483",6,71203552,0.332971859274458
"27693","rs33666076",5,81642952,0.33297615822928
"27694","cfw-8-72461747",8,72461747,0.3329803396226
"27695","rs32711831",8,70449829,0.332990739791753
"27696","cfw-2-152783955",2,152783955,0.333016361333599
"27697","rs33723881",2,92220868,0.333016758487982
"27698","rs33554122",2,126476069,0.333037939708579
"27699","rs31295003",14,33361930,0.333053876435941
"27700","rs37855773",9,16341477,0.333066451423075
"27701","cfw-18-77453177",18,77453177,0.333067118670918
"27702","rs222497596",4,29660535,0.333069247973133
"27703","rs230385852",12,17436443,0.33307171039953
"27704","rs47492270",13,71562112,0.333077492349655
"27705","rs26914607",11,5875199,0.333134197402303
"27706","rs108178051",17,88881858,0.333152821895788
"27707","rs46296566",2,19717528,0.333158559872728
"27708","rs228682158",14,40218089,0.333163057946868
"27709","rs30196584",8,33300810,0.333169166312195
"27710","cfw-3-152855527",3,152855527,0.333174541707781
"27711","rs48555083",12,115920495,0.333193220751568
"27712","rs50776372",15,17988575,0.333193686803524
"27713","rs213521121",12,99747789,0.333200867443271
"27714","rs3155154",11,104322738,0.333212200281483
"27715","rs48227275",9,102635953,0.333241620760641
"27716","rs261886043",13,10990040,0.333245602533572
"27717","rs50921121",5,127561297,0.333247109172338
"27718","rs32374990",5,147055019,0.333261137156005
"27719","rs33372715",17,26288108,0.333273031432715
"27720","rs36445350",9,101315799,0.333286807700432
"27721","rs237106641",4,141828464,0.333288835223085
"27722","rs27319498",2,158505649,0.333295697974777
"27723","rs27308240",2,157059152,0.333312065263906
"27724","rs30039245",10,75776911,0.333322395354463
"27725","cfw-13-70498892",13,70498892,0.333373368324323
"27726","rs27601378",4,145147897,0.333374116776089
"27727","rs51122094",5,148353608,0.333377090652977
"27728","rs29216320",12,110914372,0.333381072077059
"27729","rs50662259",9,42022644,0.333385591694401
"27730","cfw-14-86590461",14,86590461,0.333386361298607
"27731","rs31677029",8,121871439,0.333395814602209
"27732","cfw-11-49996916",11,49996916,0.33340420109785
"27733","rs49302287",9,119184322,0.333406204112939
"27734","cfw-6-97586771",6,97586771,0.333428186868458
"27735","rs256787875",17,3886980,0.333441549151244
"27736","rs219844926",7,75901881,0.3334436016896
"27737","rs36719791",6,106506444,0.333472535058912
"27738","rs221007198",1,74122492,0.333475427528236
"27739","rs32934804",2,144781484,0.333494329924157
"27740","cfw-19-35892797",19,35892797,0.333549733671647
"27741","rs227790010",10,58905284,0.333574183438294
"27742","rs31845157",15,87367936,0.333581309626567
"27743","rs246290364",14,76551509,0.333583628178331
"27744","rs51407303",17,51290504,0.333613717465493
"27745","rs31869083",8,124316513,0.33361519329182
"27746","rs258965091",11,33104877,0.333626972024508
"27747","cfw-17-49521492",17,49521492,0.333627316574571
"27748","rs13459566",11,115348472,0.333653613227327
"27749","rs50594430",12,41160248,0.333671204815046
"27750","rs51447777",2,10974680,0.333683422843955
"27751","rs30950526",6,7505953,0.333695311953879
"27752","rs27493735",4,119339127,0.333698630798854
"27753","rs29675335",5,41331097,0.333710177858984
"27754","rs27470260",2,112621703,0.333738044169206
"27755","rs249347690",15,37251531,0.333776214821149
"27756","rs32506983",15,85877076,0.333809219350631
"27757","rs214319441",9,96545240,0.333810955187859
"27758","rs51937886",11,58229739,0.333825340107628
"27759","rs236978625",8,83596645,0.333831293582599
"27760","rs217506420",19,22332161,0.333836471109266
"27761","rs51393893",7,80313424,0.333841256641739
"27762","rs50028270",13,111642584,0.333843573475617
"27763","cfw-11-11932825",11,11932825,0.333851622720623
"27764","cfw-13-91927521",13,91927521,0.333863508044607
"27765","rs37100548",1,178488303,0.333869141514348
"27766","cfw-13-24943048",13,24943048,0.333915591372869
"27767","rs108155197",17,88882339,0.333935235868268
"27768","rs244476776",7,99386989,0.333936277753754
"27769","rs237449058",12,5240673,0.333942764458244
"27770","rs31821855",15,85540088,0.333942987191776
"27771","rs262672933",12,62939164,0.333960223077811
"27772","cfw-2-143331952",2,143331952,0.333976219368481
"27773","rs238929621",10,91331694,0.333980027333179
"27774","rs49771924",17,32777877,0.333982613594982
"27775","rs253922328",19,9947459,0.333996728342272
"27776","rs219663025",4,139776450,0.333996912189739
"27777","rs257130766",13,21303614,0.334000661019754
"27778","rs27304544",2,158553008,0.334005541912841
"27779","rs45848303",15,86360523,0.334043965582441
"27780","rs46475766",14,96518273,0.334062149998725
"27781","rs220222171",12,17383060,0.33406559838236
"27782","rs3677606",19,50293307,0.334066963427485
"27783","rs264830072",16,31174759,0.334070717891129
"27784","rs36948289",6,146421290,0.334102499587648
"27785","cfw-11-89455864",11,89455864,0.334110113711268
"27786","rs237965624",11,35327073,0.334117024067635
"27787","rs37467889",9,28799948,0.334125644678107
"27788","rs217736532",6,108190447,0.334171033436666
"27789","rs213308617",4,130023359,0.334188965676097
"27790","rs30901167",19,56272025,0.334199883965611
"27791","rs31601481",1,128134420,0.334204295318922
"27792","rs218054400",9,96854773,0.334235423006112
"27793","rs47068381",17,68126565,0.334239228679683
"27794","rs47437867",17,32081341,0.334241359438871
"27795","rs27627702",4,145214964,0.334246329757519
"27796","rs228141825",12,81944921,0.334250846241345
"27797","rs237058989",6,78255111,0.33425926661857
"27798","rs31313228",3,148477478,0.334333321978537
"27799","rs31944475",4,138771282,0.334351892945473
"27800","rs33487888",8,121293057,0.334358171277131
"27801","rs49286079",11,43499355,0.334367165448347
"27802","rs33138884",9,97535037,0.334377813220281
"27803","rs47924387",17,50357634,0.334379376045139
"27804","cfw-1-135362422",1,135362422,0.33438008447899
"27805","rs231489766",13,8988261,0.334412208805027
"27806","rs46974750",5,54642394,0.334425095209203
"27807","rs220075147",18,79107354,0.3344318336324
"27808","rs33144534",9,97603378,0.334456908370955
"27809","rs31654041",15,81755774,0.334459938706604
"27810","rs108003005",5,105054744,0.334476020200992
"27811","rs27111780",11,89388875,0.33448086776591
"27812","rs30876920",1,167516567,0.334514859601856
"27813","rs262763651",3,20172670,0.33457102014278
"27814","rs52641194",12,86424112,0.334574705016112
"27815","rs227673418",11,34332562,0.334598408857749
"27816","rs36547579",7,114055783,0.33461542582872
"27817","rs214316078",18,25556918,0.334645573968146
"27818","cfw-13-47192928",13,47192928,0.334662881939165
"27819","rs37389988",1,137069752,0.334664454586563
"27820","rs228705020",5,39403187,0.334709793013466
"27821","rs108582231",17,10038401,0.334757691908014
"27822","rs238222585",6,134320625,0.334764991842634
"27823","rs47697885",5,148365365,0.334803243125229
"27824","cfw-6-101121314",6,101121314,0.33481460403178
"27825","rs30638744",1,22842006,0.33482718259965
"27826","rs46154943",15,96635311,0.334864138693985
"27827","rs39237960",6,79735472,0.334871788162407
"27828","rs48454289",10,6271638,0.334893593014495
"27829","rs30361469",6,86955981,0.334932470039243
"27830","rs31855769",8,124245351,0.334956884286389
"27831","rs31239566",7,44355243,0.334980627906412
"27832","rs27449704",2,127449360,0.33499133818891
"27833","rs31953751",1,96889853,0.334997987257041
"27834","rs48803511",8,71479074,0.335003934916589
"27835","rs48720211",13,15841271,0.33501741349673
"27836","rs29544948",5,73341406,0.335028690783584
"27837","rs246401963",2,172856689,0.335034729073562
"27838","rs45843037",2,71988302,0.335045065771844
"27839","rs31333075",14,88896631,0.335063406515189
"27840","rs49995959",12,86714700,0.335072038976435
"27841","rs29233141",13,97186329,0.335101943659816
"27842","rs229586511",11,116772769,0.335112612947965
"27843","rs31200908",1,136776923,0.335113599919258
"27844","rs30309155",3,115049203,0.335126850699509
"27845","rs224728326",6,98648692,0.335130024618295
"27846","rs29777001",13,112929336,0.335137284197429
"27847","rs212893973",1,66031268,0.335144280181734
"27848","rs215948438",3,92749783,0.335153814431053
"27849","cfw-4-136829053",4,136829053,0.335170332924554
"27850","cfw-11-22051350",11,22051350,0.335171642884064
"27851","rs33562774",8,70157413,0.335196082029037
"27852","rs217446326",10,85555300,0.335230863369123
"27853","rs31526543",7,66675301,0.33524385567559
"27854","cfw-16-21853463",16,21853463,0.335269436729164
"27855","cfw-3-65408812",3,65408812,0.335280355101636
"27856","rs248830944",11,90252692,0.335288858843055
"27857","rs48694623",6,137002353,0.335296416117003
"27858","rs47999389",6,53303426,0.335307323104628
"27859","rs49402162",2,21749520,0.335307459744604
"27860","rs237791411",12,110127452,0.335312929625549
"27861","rs29635053",5,148567825,0.335332944916406
"27862","rs30505977",3,67430227,0.335348822127826
"27863","rs50862828",2,72130108,0.335354574417314
"27864","cfw-2-87125432",2,87125432,0.335355975614666
"27865","rs48976008",17,5666268,0.335381713423613
"27866","rs258122884",12,56366989,0.335387337271891
"27867","rs47880676",1,135791905,0.335396759960987
"27868","rs108274081",13,62882769,0.335403856685331
"27869","rs48404756",1,51770638,0.335409818069986
"27870","rs31923785",1,27815970,0.335421071166188
"27871","rs36374723",19,24397081,0.335449069257476
"27872","rs219314645",14,120731135,0.335511636768076
"27873","rs228464191",13,23088438,0.335517375976276
"27874","rs33448679",12,112685914,0.335535800647084
"27875","rs254879213",14,67821713,0.335565794611853
"27876","cfw-2-106962856",2,106962856,0.335568230296682
"27877","rs218007102",12,118080636,0.335570634375957
"27878","rs36339135",15,88718179,0.335578276958131
"27879","rs32007841",15,52405020,0.335601683728418
"27880","rs47431559",17,36852565,0.335608747330599
"27881","rs31657788",12,35019374,0.335609334309667
"27882","rs27572052",4,130902297,0.335619576185994
"27883","rs31132617",1,150689565,0.335645008481168
"27884","rs33189860",3,98819886,0.335645323092865
"27885","rs33892325",4,34274098,0.335650583675931
"27886","rs29836608",9,34136537,0.335672840047415
"27887","rs231920649",12,27061261,0.335683896185934
"27888","rs227302133",7,48343568,0.335696091456977
"27889","rs8279689",11,5867814,0.3356973821281
"27890","rs260301163",18,14501640,0.335706466464746
"27891","cfw-18-60758858",18,60758858,0.335707002629006
"27892","cfw-18-62159526",18,62159526,0.33573091923966
"27893","rs251272216",12,111086731,0.335732735769777
"27894","cfw-12-11904736",12,11904736,0.335733142958596
"27895","rs39205544",3,46679739,0.335735264602934
"27896","rs108439413",6,71448354,0.335741274645599
"27897","rs236884023",11,121887105,0.335745384181349
"27898","rs252063118",9,111256347,0.335782800752249
"27899","rs32350765",1,100503424,0.335807444394426
"27900","rs33312274",5,75402975,0.335808172827014
"27901","cfw-2-54014221",2,54014221,0.33586834657666
"27902","rs47029738",11,89175729,0.335870942690434
"27903","rs32402218",4,117214245,0.335893335594676
"27904","cfw-9-58823448",9,58823448,0.335895459480666
"27905","rs33283003",17,29362178,0.335950225678369
"27906","rs222063487",18,16338025,0.335997720154907
"27907","rs29633313",13,75138612,0.336007384165951
"27908","rs50147569",12,112279952,0.336011050564459
"27909","rs253334047",5,32128615,0.33603123240504
"27910","rs218359041",15,31392447,0.336050432629919
"27911","rs32504347",16,30967802,0.336107352056342
"27912","rs232750918",12,108687778,0.33611059580886
"27913","rs27035622",11,103652512,0.336110954173285
"27914","rs49334757",14,23541259,0.336113315459051
"27915","rs27368355",2,92022314,0.33613671999592
"27916","rs31814386",1,177767101,0.336143762478933
"27917","rs32986323",8,70341972,0.336194265062338
"27918","rs27303810",2,158322070,0.336202106744698
"27919","cfw-6-23994649",6,23994649,0.336209221664611
"27920","rs233716955",2,107222013,0.336229185669836
"27921","rs49563722",14,96328533,0.336233494439594
"27922","rs36306321",3,143736508,0.336253584179592
"27923","rs51886551",3,18757325,0.336281768079796
"27924","rs47217368",18,77431574,0.336283089012951
"27925","rs262417145",8,7239859,0.336283179203595
"27926","cfw-12-106814206",12,106814206,0.336310252065925
"27927","rs32904064",5,49996894,0.336325932858567
"27928","rs33402270",5,75403033,0.336328301163117
"27929","rs48021367",5,112522498,0.336344854463974
"27930","rs51130709",1,87468824,0.336347971559121
"27931","rs33414859",5,149043194,0.336348954370797
"27932","rs47498004",6,113839170,0.336369305515626
"27933","rs48602185",1,43653616,0.336377056792025
"27934","rs265043213",5,41643836,0.336378184966542
"27935","cfw-12-47425667",12,47425667,0.336395126440624
"27936","rs263078255",11,89082138,0.336395792797394
"27937","rs50507581",9,80391762,0.336398904058216
"27938","rs29734916",9,119501129,0.336401796440364
"27939","rs37711200",1,34060542,0.336409293202877
"27940","rs32152904",1,190821539,0.33641398539609
"27941","rs240856982",1,109208782,0.336435986754736
"27942","rs251968281",2,102723795,0.336462863851925
"27943","rs46065539",14,121605027,0.336472525684425
"27944","rs33158835",2,75007045,0.33648672689607
"27945","rs36270395",9,27837669,0.336530984658364
"27946","rs31262805",1,29231747,0.336559466025114
"27947","rs49554228",18,69511295,0.336560464322264
"27948","rs29592589",9,99363348,0.336561302567649
"27949","rs27335426",2,158997322,0.33656903369105
"27950","rs30321874",19,18025136,0.336597757333136
"27951","rs265097811",4,94686326,0.336607092757267
"27952","cfw-12-54227046",12,54227046,0.336616692820353
"27953","rs31553070",15,10357549,0.336624656817593
"27954","rs51460260",8,70629782,0.336645304598241
"27955","cfw-17-27103736",17,27103736,0.336670373716167
"27956","rs222704379",7,35607785,0.336674293214779
"27957","rs30226845",18,75915681,0.336680165667987
"27958","rs29908237",3,35017660,0.336702219473903
"27959","rs241938648",6,54052956,0.33671904023193
"27960","rs240934157",6,116979710,0.336722394305717
"27961","rs49764174",7,24112043,0.336751518996787
"27962","cfw-12-82422704",12,82422704,0.336778039914027
"27963","rs38602347",19,10193431,0.336781678990183
"27964","cfw-4-50201582",4,50201582,0.336795943253377
"27965","rs27983561",2,71837589,0.336802582692937
"27966","rs31177924",7,19784708,0.336803812628456
"27967","rs251549881",10,85369983,0.336812685963189
"27968","rs47889029",2,91726140,0.336828043213107
"27969","rs246213957",12,83796938,0.336828445336559
"27970","rs231846722",1,127679838,0.336832213581757
"27971","rs31756275",4,70247585,0.336835235291951
"27972","rs37242707",5,118004959,0.336855770265568
"27973","rs253318798",13,110168865,0.336857909691652
"27974","cfw-8-47393233",8,47393233,0.336867870845592
"27975","rs46359556",17,50752736,0.336880286447137
"27976","rs47986061",1,172332792,0.336888330818833
"27977","rs30873475",13,33797388,0.336898665903072
"27978","cfw-7-107237278",7,107237278,0.336947287335689
"27979","rs251845404",4,151204869,0.336976748469142
"27980","cfw-1-194724970",1,194724970,0.336984796154787
"27981","cfw-16-92635745",16,92635745,0.336993665412811
"27982","rs29913017",2,164426486,0.33699774245264
"27983","rs29908238",3,35017647,0.33701371923114
"27984","rs37222530",19,21576300,0.337017068019916
"27985","rs50409487",10,29200332,0.337018105673929
"27986","rs33779312",17,25098654,0.337023697088364
"27987","rs261395424",8,95979073,0.337025578308376
"27988","rs48554573",15,25538866,0.337032279316418
"27989","rs47827101",12,55838310,0.337035855870055
"27990","rs211978844",1,167615129,0.337054386448285
"27991","rs48114639",12,16022196,0.337060244794457
"27992","rs230096781",13,110442076,0.337106726952594
"27993","rs29214056",12,28780769,0.337106777450626
"27994","rs47938863",11,101149346,0.3371237965969
"27995","rs230043665",4,133016234,0.337129087232333
"27996","cfw-2-104254035",2,104254035,0.337140693294123
"27997","rs32562938",4,83623768,0.337146051546235
"27998","rs244440800",12,79177102,0.337151753755721
"27999","rs29223009",12,40387086,0.337200749728405
"28000","rs13478073",4,155861878,0.337203856318244
"28001","rs29730445",5,41692309,0.337235024245525
"28002","rs227683820",14,73113512,0.337240867849399
"28003","rs261534115",2,146562913,0.337241855731321
"28004","cfw-16-28990951",16,28990951,0.337262727180133
"28005","rs243587228",18,60161693,0.337272869122111
"28006","rs220880579",12,45034949,0.337310130553051
"28007","rs48316220",11,30161431,0.337316234724228
"28008","rs29832095",13,99115961,0.3373348682209
"28009","rs50340019",4,136378021,0.337339267163817
"28010","rs51688874",18,65143091,0.337358743868472
"28011","rs48496483",2,102065814,0.337368477244981
"28012","rs256056116",18,78617777,0.337375817482539
"28013","rs6184005",7,36418585,0.337375846001732
"28014","rs33288277",17,31685709,0.337404114333222
"28015","rs29494271",13,57597236,0.337421419169122
"28016","rs6400446",18,26232889,0.33742236420672
"28017","rs239677776",1,185231316,0.337423410105676
"28018","rs29331455",10,8725788,0.337426715109446
"28019","rs30180016",9,111236975,0.337432746128386
"28020","rs46570339",8,124274978,0.337437957136494
"28021","rs50126608",3,38497507,0.337447241517562
"28022","cfw-3-34920512",3,34920512,0.337462099738154
"28023","rs216186684",2,16112607,0.337469751725814
"28024","rs27094767",11,89471545,0.3374713583427
"28025","rs46216558",13,111232726,0.337472510220135
"28026","rs32625264",5,35666137,0.33749091612811
"28027","rs216269875",7,44521239,0.337496726948389
"28028","rs244949631",10,107294144,0.337503467305243
"28029","rs27604649",4,136014429,0.337505823270298
"28030","rs108370283",2,164334512,0.337506186213437
"28031","rs213999855",1,158571294,0.337512260467684
"28032","rs212768054",2,159230882,0.337516107979459
"28033","rs31755867",8,122310025,0.337530255608198
"28034","rs227376321",18,38307595,0.337541979093549
"28035","rs226089391",5,74274392,0.337551949437843
"28036","rs217699044",4,148218173,0.337559003416529
"28037","rs32442879",12,76620877,0.337563649410031
"28038","rs233806780",1,13173728,0.337576426541501
"28039","rs31548564",1,54091362,0.337607592641621
"28040","rs30707537",6,86785706,0.337614117525685
"28041","rs33129853",8,72381439,0.337615942633056
"28042","rs27187927",2,140940073,0.337624625500104
"28043","rs48863914",4,140190574,0.33762716299036
"28044","rs259333522",2,19286405,0.337650014354876
"28045","rs33119622",9,97058830,0.337662636953565
"28046","rs33054406",9,83571274,0.337665344367596
"28047","cfw-14-98038941",14,98038941,0.337705365140444
"28048","rs51036058",14,87655415,0.337705547430387
"28049","cfw-10-79948193",10,79948193,0.337707567260783
"28050","rs254390877",2,159230879,0.337733139180246
"28051","rs30935685",3,157321519,0.337748471425533
"28052","rs29380265",10,126453992,0.337756966254284
"28053","rs231715810",3,53093931,0.337781246957518
"28054","rs47302947",3,58679734,0.337809758306294
"28055","rs46362428",15,66737376,0.337811481306351
"28056","rs29432041",11,36169830,0.33781556627823
"28057","rs51487085",6,85932274,0.33782097132794
"28058","rs33149238",2,43915304,0.337822006683564
"28059","rs29423434",11,89053909,0.337874630119121
"28060","rs231052953",9,19652320,0.337880322972239
"28061","rs47290103",7,29031986,0.337880713358427
"28062","rs33486813",2,141632327,0.337880828225493
"28063","rs215809939",10,20453644,0.337891805285376
"28064","rs222406983",14,121531373,0.337896240687972
"28065","rs48286800",18,25508670,0.337923109086847
"28066","rs252933995",11,39808735,0.337932741106385
"28067","rs27387995",2,151572659,0.337935243056527
"28068","rs29443251",11,50767726,0.337941313000381
"28069","cfw-4-106471860",4,106471860,0.337943379953535
"28070","cfw-4-134126685",4,134126685,0.337953594067084
"28071","rs47810432",11,117902377,0.337953878639016
"28072","rs32507331",16,30963122,0.337962608430873
"28073","rs30136113",3,116027297,0.337978206633632
"28074","rs46237751",10,78208724,0.338009346431678
"28075","rs220009904",10,86044829,0.338025244793771
"28076","rs49488884",14,92629881,0.338026645608607
"28077","rs244382001",6,124374539,0.33804563859169
"28078","rs219570750",5,127335384,0.338057013075288
"28079","rs240266654",12,74900677,0.338065892479633
"28080","rs31540182",1,171419113,0.338079809725059
"28081","rs26979846",11,50535645,0.338082396505553
"28082","rs30488032",1,70154348,0.338089496029593
"28083","rs248676019",13,49232731,0.338104842993742
"28084","rs214470609",12,114978073,0.338111290619959
"28085","cfw-1-171316195",1,171316195,0.338116832047776
"28086","rs30044244",3,115589693,0.338119104267987
"28087","rs47503547",10,19232580,0.338122662580362
"28088","rs33808048",6,28017392,0.338124618799179
"28089","rs33077757",5,126102399,0.338138563530418
"28090","rs50205503",17,14599151,0.338161012005591
"28091","rs29189985",12,98999685,0.338187582121485
"28092","rs31330779",14,95377104,0.33819707184707
"28093","rs29193372",12,112700262,0.338203286434342
"28094","rs3163856",11,5067129,0.338213918828943
"28095","rs265569350",11,62047858,0.338214862370889
"28096","rs48764274",14,95096588,0.338214962249385
"28097","rs51326157",8,127863783,0.338215392359823
"28098","rs27210001",2,28330240,0.338221412537735
"28099","rs228551311",6,8820858,0.338221980846184
"28100","rs29872200",18,85033109,0.338244470446836
"28101","rs242957948",9,115052536,0.338253996534803
"28102","rs240477883",14,97620992,0.338263319422935
"28103","rs257474224",6,128386129,0.338266366366003
"28104","rs258883033",7,24568890,0.338268779294388
"28105","rs107750585",17,11114879,0.338294390116075
"28106","rs33712947",1,155576077,0.338294768335301
"28107","rs48138510",2,157234145,0.33829636552515
"28108","rs213913373",5,113540436,0.338310741406895
"28109","cfw-11-73238143",11,73238143,0.338332152131763
"28110","cfw-17-23566996",17,23566996,0.33835568343773
"28111","rs265855569",13,113653304,0.338359783421767
"28112","rs33063560",8,70678930,0.338369986696196
"28113","rs33283880",8,95708717,0.338373258463702
"28114","cfw-8-95216647",8,95216647,0.338375607825753
"28115","rs45722814",7,16640909,0.338399239593245
"28116","rs50210821",17,5695054,0.338402505736105
"28117","cfw-2-171987885",2,171987885,0.338407073110926
"28118","cfw-13-95351552",13,95351552,0.33841062135318
"28119","rs235089257",1,191927442,0.338442156892447
"28120","rs222320933",8,66689328,0.338455477212866
"28121","rs26835562",11,29159446,0.338466771061298
"28122","rs230006928",1,192070097,0.338478687976267
"28123","rs26950768",11,121007737,0.338546213361846
"28124","rs33260026",2,100158015,0.338553378915785
"28125","rs263554824",5,91693025,0.338556465672941
"28126","cfw-11-74510705",11,74510705,0.338561868110212
"28127","rs232217264",11,61659497,0.338573842235741
"28128","rs248667856",9,101235332,0.338580895710196
"28129","rs239676003",14,120731136,0.338591872251886
"28130","rs26871828",11,19398680,0.338601834903635
"28131","rs49978595",1,74190259,0.338602950075953
"28132","cfw-5-41517333",5,41517333,0.338613502499866
"28133","rs46048597",2,158209624,0.338616136964378
"28134","rs51051214",1,94191782,0.338618744578915
"28135","rs249172638",15,93963434,0.338657736687735
"28136","rs32493696",1,77226748,0.338680173395234
"28137","rs31888690",18,41799965,0.338705440635858
"28138","rs50302681",9,111825243,0.33871116618309
"28139","rs242754323",4,104625596,0.338713915526684
"28140","cfw-2-34923898",2,34923898,0.338719988075219
"28141","rs45958639",7,29031950,0.33872057380208
"28142","rs33107371",2,148081872,0.338738495680571
"28143","rs234445559",18,25698994,0.338744201178278
"28144","rs236753294",6,53861395,0.338747860722497
"28145","cfw-16-21729775",16,21729775,0.338768710050382
"28146","rs243493277",11,33428482,0.338769236534151
"28147","rs30222878",6,138905268,0.338771362147309
"28148","rs237531655",9,117483748,0.338785177763587
"28149","rs26873347",11,25457899,0.338807290772415
"28150","rs214768154",2,159065832,0.338829831258292
"28151","rs27818070",4,46626889,0.338844245935054
"28152","rs36999631",15,88968258,0.338856704908867
"28153","rs51902696",9,6477213,0.338858746710195
"28154","cfw-14-60686494",14,60686494,0.338861643093985
"28155","rs46207348",8,70155483,0.33886570335041
"28156","rs37189014",6,91040319,0.338876324586642
"28157","rs36249150",5,113406991,0.338877699936384
"28158","rs248186506",13,105142634,0.338884987452642
"28159","cfw-6-120901787",6,120901787,0.338889472778051
"28160","rs47321706",4,82721355,0.338925223915711
"28161","rs38234276",14,70404382,0.338934557512813
"28162","rs28193894",11,59777321,0.338962507721312
"28163","rs47823095",7,29548068,0.338972672882245
"28164","rs29170579",12,74468798,0.338980696774112
"28165","rs32528670",7,19392309,0.338981769880893
"28166","rs228031514",12,98004686,0.338983129939981
"28167","rs236207615",9,95718317,0.339003382878809
"28168","rs47258718",1,192346868,0.339010525787187
"28169","rs258443103",6,135075141,0.339026542317017
"28170","rs31740266",3,38497762,0.339035824898925
"28171","rs48775980",7,114019185,0.339036631872755
"28172","rs222516872",12,76896097,0.339057997197274
"28173","rs29558706",5,22327153,0.339069472203116
"28174","rs48220370",2,102820901,0.339094291772383
"28175","rs45834606",2,154155531,0.339107086183406
"28176","rs48565903",8,91532163,0.339114627627501
"28177","rs49325999",18,49313841,0.339120264980522
"28178","rs262033876",4,46074967,0.339122345155432
"28179","rs29428086",11,41250378,0.339123366020651
"28180","rs50945389",6,83612615,0.339124212105465
"28181","cfw-13-42820939",13,42820939,0.339147034324989
"28182","rs31116655",15,64428391,0.339148954933127
"28183","rs243321102",14,36910382,0.339156652638802
"28184","rs27349403",2,162305528,0.339178014775523
"28185","rs219156682",11,81004021,0.339194539130171
"28186","cfw-17-47918584",17,47918584,0.339199392820477
"28187","rs252039057",12,79918653,0.339213745395606
"28188","rs32850942",2,165735083,0.339223417261763
"28189","rs220687194",3,3743231,0.339223947936826
"28190","rs261403670",1,34060844,0.339227433491007
"28191","cfw-2-163446725",2,163446725,0.33922990290853
"28192","cfw-2-113962329",2,113962329,0.339238722899313
"28193","rs51193660",18,25612899,0.339240587221414
"28194","rs33444666",1,126597091,0.339267915496953
"28195","rs245907385",1,183904381,0.339272103435058
"28196","rs238786609",8,122303085,0.339283278664041
"28197","rs48837381",5,74614134,0.339291944898929
"28198","rs262894593",12,79905916,0.339316717758253
"28199","rs45637968",1,78816806,0.339317127481904
"28200","rs257170770",1,128186323,0.339321362649612
"28201","cfw-14-67884307",14,67884307,0.339327099771168
"28202","rs220804789",12,109353458,0.339332802832548
"28203","rs50004172",6,92079038,0.3393517942001
"28204","rs258075820",5,147033920,0.339365978372405
"28205","rs51444728",9,49115010,0.339373362200271
"28206","rs235408970",5,148352124,0.339379756881306
"28207","rs50519471",3,19649873,0.339385024457413
"28208","rs48270074",9,101959047,0.339392609554147
"28209","rs216019353",13,19356486,0.339395666984745
"28210","rs32356196",1,147310922,0.339401162012582
"28211","rs50084817",2,72130150,0.339416486998284
"28212","rs32496266",4,129144938,0.339418259992483
"28213","cfw-9-43400435",9,43400435,0.339449528125371
"28214","rs46085384",10,21062060,0.339482273687584
"28215","rs3674533",8,71648928,0.339488871557957
"28216","rs30339877",14,72705842,0.339528053564004
"28217","rs33088239",2,174550069,0.339565508052742
"28218","rs217627342",11,121180299,0.339575825146198
"28219","rs239615064",7,19419141,0.339577114295706
"28220","rs31995568",15,12656197,0.339585459066718
"28221","rs29956322",10,73584197,0.339594046995127
"28222","rs224900028",1,34060849,0.339597365482588
"28223","rs3150367",14,10669417,0.339603371874509
"28224","cfw-1-133890078",1,133890078,0.339608782415706
"28225","rs29866538",13,15370355,0.339634842768944
"28226","rs48837656",2,160082248,0.339641504984601
"28227","rs233348100",12,113332731,0.33965109105627
"28228","rs32373013",1,156205410,0.339661205232295
"28229","rs223251830",14,107268743,0.339663144610914
"28230","rs262525320",17,46338655,0.339665241332609
"28231","rs228963925",4,131411599,0.339681173257843
"28232","rs30221869",6,105510557,0.339686139000422
"28233","cfw-11-69459526",11,69459526,0.339701407873776
"28234","rs37087307",6,34391414,0.339711486525654
"28235","rs31767023",1,179140786,0.339716312383658
"28236","rs47613395",3,105184251,0.339732581566788
"28237","rs36475018",9,51457885,0.339738135853158
"28238","rs253270017",15,9088070,0.339739639427475
"28239","cfw-19-5998778",19,5998778,0.33975484525381
"28240","rs29647677",13,21479770,0.33976216517384
"28241","rs48271745",8,123257362,0.339770748635558
"28242","rs33140297",9,97633448,0.339833349578748
"28243","rs30672392",1,146104544,0.339837037113336
"28244","rs32252129",18,55693961,0.339838378614723
"28245","rs33559078",3,19997348,0.339841513533792
"28246","rs48181065",14,15127560,0.339857132261175
"28247","rs49105051",7,52250365,0.339857304341719
"28248","rs215220087",8,116530328,0.339864177984881
"28249","rs30134582",9,40480556,0.339878324689371
"28250","rs38050412",6,103305393,0.339885374138146
"28251","rs254312819",8,121791207,0.339896541880502
"28252","rs50754145",8,95634079,0.339897136673874
"28253","rs46876986",13,6641077,0.339904018441018
"28254","rs28276259",4,140877894,0.339910629654793
"28255","rs231578469",14,120373900,0.339912061016361
"28256","rs260095252",4,140813466,0.339915791652438
"28257","rs49069601",2,160082313,0.339916197124132
"28258","rs48048903",14,52428610,0.33993559286092
"28259","rs36263253",7,73157817,0.339944755736897
"28260","rs39005452",14,12030717,0.339977137945958
"28261","rs230302788",4,129774874,0.339989731593043
